_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2420890,4156480,2017,2021,1966,TCHC,19,Beaches-East York,90 PARMA CRT,7,92,2021-04-22,73,Evaluation needs to be conducted in 2 years,18,3,4,5,4,4,3,4,3,3,N/A,4,4,4,4,3,3,3,4,4,N/A,S1923,43.717195772,-79.300999236,320819.363,4841713.06
2420891,4152811,2017,2021,1991,SOCIAL HOUSING,24,Scarborough-Guildwood,450 B SCARBOROUGH GOLF CLUB RD,5,112,2021-04-22,86,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,5,5,4,4,N/A,4,4,5,4,5,4,N/A,4,4,4,E2430,43.7546186553,-79.2171707539,327651.524,4845946.183
2420892,4153566,2017,2021,1984,TCHC,13,Toronto Centre,540 QUEEN ST E,6,44,2021-04-22,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,3,5,4,N/A,3,4,5,4,5,4,4,4,3,4,S1330,43.657342412,-79.357649785,316265.96,4835054.266
2420893,4155059,2017,2021,1960,PRIVATE,08,Eglinton-Lawrence,2495 DUFFERIN ST,3,15,2021-04-22,51,Evaluation needs to be conducted in 1 year,14,3,2,4,2,1,2,N/A,3,N/A,N/A,1,1,5,3,3,2,N/A,4,N/A,N/A,N0831,43.701718897,-79.451636758,308682.24,4839975.612
2420894,4154564,2017,2021,1953,PRIVATE,08,Eglinton-Lawrence,30 COVINGTON RD,4,26,2021-04-22,76,Evaluation needs to be conducted in 2 years,15,4,4,5,3,4,4,N/A,4,N/A,N/A,4,3,5,4,3,3,N/A,4,3,N/A,N0823,43.720608212,-79.4329076447,310190.421,4842074.229
2420895,4154046,2017,2021,1968,SOCIAL HOUSING,19,Beaches-East York,7 GLENBURN AVE,6,55,2021-04-22,72,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,3,4,2,3,N/A,3,3,4,3,4,4,3,4,4,4,S1927,43.706859873,-79.2970745294,321138.676,4840564.587
2420896,4154045,2017,2021,1994,SOCIAL HOUSING,19,Beaches-East York,10 GOWER ST,7,164,2021-04-22,87,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,5,4,4,5,N/A,4,3,5,4,4,4,4,4,4,5,S1927,43.702657978,-79.297997207,321065.183,4840098.537
2420897,4154520,2017,2021,1965,PRIVATE,08,Eglinton-Lawrence,1 MARQUETTE AVE,4,24,2021-04-22,68,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,N/A,3,N/A,N/A,4,3,5,3,3,3,3,4,3,N/A,N0823,43.733771348,-79.433653399,310128.895,4843537.493
2420898,4153639,2019,2021,1915,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2021-04-22,42,Building Audit,13,2,1,1,1,N/A,2,N/A,4,N/A,N/A,1,1,4,3,2,2,N/A,3,N/A,N/A,S1439,43.671655465,-79.323701099,319000.793,4836649.59
2420899,4152641,2019,2021,1954,PRIVATE,21,Scarborough Centre,1637 VICTORIA PARK AVE,4,26,2021-04-22,89,Evaluation needs to be conducted in 3 years,17,5,3,5,5,5,4,N/A,4,N/A,5,3,5,5,5,5,3,5,4,5,N/A,E2131,43.732195062,-79.3052538634,320472.882,4843377.644
2420900,4153063,2017,2021,1959,TCHC,04,Parkdale-High Park,20 WEST LODGE AVE,11,299,2021-04-22,80,Evaluation needs to be conducted in 2 years,15,4,4,4,2,4,3,N/A,4,4,N/A,4,4,5,4,5,4,N/A,5,N/A,N/A,S0435,43.6421900653,-79.4363583389,309918.979,4833362.107
2420901,4155726,2017,2021,1989,TCHC,19,Beaches-East York,33 COATSWORTH CRES,5,128,2021-04-22,65,Evaluation needs to be conducted in 1 year,19,3,4,4,3,3,3,3,4,3,N/A,2,3,3,4,3,4,4,3,3,3,S1931,43.6792629925,-79.3201512401,319285.482,4837494.411
2420902,4155614,2019,2021,1991,SOCIAL HOUSING,19,Beaches-East York,1577 DANFORTH AVE,6,126,2021-04-22,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,3,N/A,4,3,5,4,4,4,3,4,3,4,S1931,43.6831806444,-79.3230461793,319051.152,4837929.136
2420903,4153720,2020,2021,1988,SOCIAL HOUSING,19,Beaches-East York,2526 DANFORTH AVE,7,48,2021-04-22,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,N/A,3,4,4,4,3,4,3,4,4,5,S1929,43.6883174325,-79.3025563055,320701.73,4838503.548
2420904,4152956,2018,2021,1965,PRIVATE,04,Parkdale-High Park,31 SPENCER AVE,6,54,2021-04-22,71,Evaluation needs to be conducted in 2 years,17,3,4,5,3,4,4,N/A,3,3,N/A,4,4,5,3,3,3,3,3,3,N/A,S0437,43.635080626,-79.429194517,310497.332,4832573.691
2420905,4152951,2017,2021,1957,PRIVATE,04,Parkdale-High Park,99 TYNDALL AVE,9,70,2021-04-22,66,Evaluation needs to be conducted in 2 years,17,3,4,5,2,3,4,N/A,2,4,N/A,2,4,5,3,3,3,3,3,3,N/A,S0437,43.6366349836,-79.4276516523,310621.944,4832745.515
2420906,4152971,2018,2021,1965,PRIVATE,04,Parkdale-High Park,100 TYNDALL AVE,6,48,2021-04-22,78,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,3,N/A,4,4,5,4,3,3,N/A,4,3,N/A,S0437,43.6364200969,-79.4289537195,310516.904,4832721.558
2420907,4152893,2017,2021,1991,TCHC,25,Scarborough-Rouge Park,1315 NEILSON RD,5,126,2021-04-21,78,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,4,4,N/A,3,4,5,4,3,4,N/A,4,4,4,E2524,43.807786956,-79.2188121812,327408.037,4851795.432
2420908,4152688,2017,2021,1989,TCHC,20,Scarborough Southwest,120 TOWN HAVEN PL,8,150,2021-04-21,89,Evaluation needs to be conducted in 3 years,18,4,5,5,5,5,5,5,4,4,N/A,4,5,4,4,4,4,N/A,4,5,4,E2024,43.7332452174,-79.2592760831,324176.346,4843503.962
2420909,4848750,2021,2021,1954,PRIVATE,19,Beaches-East York,996 O'CONNOR DR,3,18,2021-04-21,49,Building Audit,15,2,3,2,2,2,3,N/A,3,N/A,N/A,2,2,3,3,3,2,N/A,2,3,N/A,S1921,43.7091752019,-79.3105723901,320050.275,4840819.291
2420910,4156182,2017,2021,1969,TCHC,14,Toronto-Danforth,80 BLAKE ST,14,190,2021-04-21,77,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,3,4,4,5,3,4,4,5,3,4,4,4,3,3,4,S1430,43.674374989,-79.339480129,317736.256,4836964.143
2420911,4152936,2017,2021,1914,PRIVATE,04,Parkdale-High Park,1914 BLOOR ST W,3,16,2021-04-21,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,5,4,N/A,5,N/A,N/A,4,3,4,4,4,4,N/A,4,3,N/A,S0428,43.653724315,-79.466048263,307522.842,4834643.12
2420912,4152937,2017,2021,1914,PRIVATE,04,Parkdale-High Park,1920 BLOOR ST W,3,16,2021-04-21,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,5,4,N/A,5,N/A,N/A,4,3,5,4,4,4,N/A,4,3,N/A,S0428,43.653685383,-79.466255527,307506.125,4834638.788
2420913,4152909,2017,2021,1930,PRIVATE,04,Parkdale-High Park,2001 BLOOR ST W,4,60,2021-04-21,81,Evaluation needs to be conducted in 2 years,14,4,4,5,4,N/A,4,N/A,4,4,N/A,4,3,5,4,4,4,N/A,4,N/A,N/A,S0431,43.651822183,-79.471443731,307087.937,4834430.705
2420914,4152777,2017,2021,1979,TCHC,20,Scarborough Southwest,17 BRIMLEY RD,11,330,2021-04-21,88,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,4,4,5,N/A,5,5,5,4,4,5,4,4,4,4,E2026,43.7204681732,-79.2391056557,325805.629,4842089.426
2420915,4261240,2017,2021,1950,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,2021-04-21,61,Evaluation needs to be conducted in 1 year,14,3,3,4,3,3,2,N/A,3,N/A,N/A,3,4,3,3,3,3,N/A,3,N/A,N/A,S1424,43.67792961,-79.3589234686,316159.639,4837340.27
2420916,4153833,2017,2021,1956,TCHC,15,Don Valley West,28 BROADWAY AVE,3,75,2021-04-21,74,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,4,3,4,3,N/A,3,4,5,4,4,4,N/A,4,3,N/A,N1526,43.710430484,-79.397121509,313074.954,4840947.509
2420917,4152814,2017,2021,1970,PRIVATE,24,Scarborough-Guildwood,20 GREENCREST CRCT,10,136,2021-04-21,85,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,5,4,4,5,3,5,4,5,4,4,4,4,4,3,N/A,E2430,43.7583695279,-79.2234312468,327054.605,4846304.108
2420918,4154517,2017,2021,1956,PRIVATE,08,Eglinton-Lawrence,27 HOTSPUR RD,3,11,2021-04-21,72,Evaluation needs to be conducted in 2 years,17,3,3,5,4,3,3,N/A,3,N/A,4,4,4,4,4,4,3,3,4,3,N/A,N0823,43.7324978331,-79.4349702821,310023.188,4843394.977
2420919,4155205,2017,2021,1959,PRIVATE,04,Parkdale-High Park,4029 OLD DUNDAS ST,8,29,2021-04-21,56,Evaluation needs to be conducted in 1 year,18,3,3,4,2,2,3,N/A,2,2,3,2,4,5,2,3,3,1,3,3,N/A,S0421,43.6639708719,-79.5021353711,304612.07,4835780.002
2420920,4154068,2017,2021,1979,SOCIAL HOUSING,19,Beaches-East York,850 O'CONNOR DR,3,109,2021-04-21,82,Evaluation needs to be conducted in 2 years,19,5,4,5,4,5,3,4,4,4,N/A,4,4,5,4,4,4,3,4,3,5,S1922,43.7070607671,-79.3122799086,319913.196,4840584.078
2420921,4156514,2017,2021,1970,PRIVATE,04,Parkdale-High Park,7 O'HARA AVE,4,16,2021-04-21,70,Evaluation needs to be conducted in 2 years,14,3,4,4,3,N/A,3,N/A,3,N/A,N/A,3,3,5,4,3,3,4,4,N/A,N/A,S0435,43.6416711241,-79.4340706425,310103.595,4833304.59
2420922,4153795,2017,2021,1960,PRIVATE,15,Don Valley West,551 EGLINTON AVE E,8,54,2021-04-21,70,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,2,3,3,N/A,3,4,5,4,4,3,4,4,3,N/A,N1530,43.7104732905,-79.3785880328,314568.772,4840953.298
2420923,4155141,2018,2021,1954,PRIVATE,05,York South-Weston,1860 JANE ST,4,40,2021-04-21,74,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,4,N/A,4,N/A,N/A,4,4,5,3,3,4,4,4,3,N/A,W0525,43.708761092,-79.50573988,304321.91,4840755.962
2420924,4326897,NA,2021,1951,PRIVATE,19,Beaches-East York,1139 O'CONNOR DR,3,12,2021-04-21,83,Evaluation needs to be conducted in 2 years,15,5,4,4,5,3,5,N/A,3,N/A,N/A,5,3,5,4,4,4,N/A,4,4,N/A,S1924,43.7114376749,-79.3078956606,320265.406,4841071.132
2420925,4153673,2017,2021,1925,PRIVATE,19,Beaches-East York,1836 QUEEN ST E,4,30,2021-04-21,57,Evaluation needs to be conducted in 1 year,15,3,3,4,2,2,3,N/A,3,N/A,N/A,2,2,4,3,3,3,N/A,3,3,N/A,S1937,43.6684598397,-79.3083945127,320236.165,4836296.316
2420926,4653431,2019,2021,1965,PRIVATE,19,Beaches-East York,2178 QUEEN ST E,3,21,2021-04-21,64,Evaluation needs to be conducted in 1 year,14,3,3,4,3,N/A,3,N/A,3,N/A,N/A,3,3,4,3,4,3,N/A,3,3,N/A,S1939,43.6722063299,-79.2908934269,321646.453,4836715.931
2420927,4152631,2017,2021,1955,PRIVATE,21,Scarborough Centre,40 CRAIGTON DR,4,30,2021-04-21,89,Evaluation needs to be conducted in 3 years,16,5,3,5,4,4,4,N/A,5,N/A,N/A,4,3,5,4,5,5,5,5,5,N/A,E2131,43.727425208,-79.2987499996,320998.094,4842848.979
2420928,4154766,2017,2021,1981,TCHC,16,Don Valley East,10 DEAUVILLE LANE,7,247,2021-04-21,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,N/A,3,4,5,4,4,4,4,4,3,4,N1630,43.717545116,-79.331669098,318347.963,4841746.448
2420929,4152801,2017,2021,1961,PRIVATE,24,Scarborough-Guildwood,5 CEDAR DR,10,86,2021-04-21,66,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,2,4,3,N/A,3,4,3,3,4,3,3,3,4,N/A,E2433,43.744527226,-79.2154577667,327701.9,4844768.434
2420930,4333368,2018,2021,1977,PRIVATE,13,Toronto Centre,545 SHERBOURNE ST,30,300,2021-04-21,85,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,5,4,4,N/A,S1323,43.668558227,-79.374829965,314878.356,4836298.032
2420931,4333382,2018,2021,1978,PRIVATE,13,Toronto Centre,555 SHERBOURNE ST,30,292,2021-04-21,87,Evaluation needs to be conducted in 3 years,19,4,5,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,4,4,N/A,S1323,43.669056443,-79.375027211,314847.652,4836410.365
2420932,4333391,2018,2021,1978,PRIVATE,13,Toronto Centre,565 SHERBOURNE ST,30,514,2021-04-21,88,Evaluation needs to be conducted in 3 years,20,4,5,4,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,4,5,S1323,43.670031447,-79.375487343,314829.679,4836453.8
2420933,4154061,2017,2021,1983,SOCIAL HOUSING,19,Beaches-East York,2701-2703 ST CLAIR AVE E,5,127,2021-04-21,91,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,5,4,5,N/A,4,4,5,4,4,4,N/A,4,5,5,S1927,43.705532569,-79.3114443458,319980.908,4840414.447
2420934,4155610,2017,2021,1965,TCHC,19,Beaches-East York,1080 EASTERN AVE,6,41,2021-04-21,81,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,5,4,4,3,N/A,4,4,5,4,3,4,4,4,3,N/A,S1941,43.6658597162,-79.3160434122,319619.997,4836006.059
2420935,4168808,2017,2021,1955,PRIVATE,04,Parkdale-High Park,23 JANE ST,3,18,2021-04-21,68,Evaluation needs to be conducted in 2 years,15,3,4,5,3,2,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,4,3,N/A,S0426,43.6500799543,-79.484335634,306048.009,4834236.904
2420936,4154326,2017,2021,1960,PRIVATE,05,York South-Weston,1607 JANE ST,3,29,2021-04-21,80,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,N/A,4,5,5,3,4,4,3,4,3,N/A,W0528,43.7007645631,-79.5028199855,304557.177,4839867.602
2420937,4155140,2017,2021,1960,PRIVATE,05,York South-Weston,1848 JANE ST,3,21,2021-04-21,74,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,N/A,4,N/A,N/A,4,3,5,4,4,4,3,4,4,N/A,W0525,43.707964508,-79.50552763,304338.744,4840668.422
2420938,4155293,2017,2021,1955,PRIVATE,03,Etobicoke-Lakeshore,69 OLD MILL TER,4,26,2021-04-21,78,Evaluation needs to be conducted in 2 years,16,4,4,4,3,4,4,N/A,4,N/A,4,4,3,5,4,4,4,N/A,3,4,N/A,W0327,43.6497102952,-79.498711457,304888.256,4834195.725
2420939,4153025,2018,2021,1965,PRIVATE,04,Parkdale-High Park,182 JAMESON AVE,11,82,2021-04-21,61,Evaluation needs to be conducted in 1 year,17,4,3,4,2,3,3,N/A,3,3,N/A,2,3,5,2,3,4,3,3,2,N/A,S0436,43.6389025378,-79.4370268337,309865.315,4832996.847
2420940,4154032,2017,2021,1940,PRIVATE,08,Eglinton-Lawrence,3464 YONGE ST,4,27,2021-04-21,61,Evaluation needs to be conducted in 1 year,15,3,3,5,2,3,3,N/A,3,N/A,N/A,2,3,4,3,3,3,N/A,3,3,N/A,N0825,43.734792041,-79.405012706,312435.947,4843653.144
2420941,4154031,2017,2021,1940,PRIVATE,08,Eglinton-Lawrence,3474 YONGE ST,4,27,2021-04-21,68,Evaluation needs to be conducted in 2 years,15,3,3,5,2,3,3,N/A,3,N/A,N/A,5,5,4,3,3,3,N/A,3,3,N/A,N0825,43.734987603,-79.405127399,312426.683,4843674.858
2420942,4250094,2018,2021,1922,PRIVATE,04,Parkdale-High Park,81 WILSON PARK RD,3,16,2021-04-21,70,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,4,N/A,4,N/A,N/A,3,2,3,4,4,4,N/A,4,N/A,N/A,S0436,43.6391098783,-79.4421151214,309454.759,4833019.6
2420943,4274213,2017,2021,1986,TCHC,10,Spadina-Fort York,20 VANAULEY ST,8,135,2021-04-21,77,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,3,3,4,4,3,3,5,4,4,4,4,4,4,N/A,S1023,43.648931485,-79.398985647,312932.996,4834114.893
2420944,4156483,2017,2021,1967,TCHC,19,Beaches-East York,5 WAKUNDA PL,11,198,2021-04-21,75,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,3,4,4,N/A,3,3,4,4,4,4,N/A,4,N/A,4,S1923,43.7155652564,-79.3046724013,320524.072,4841530.269
2420945,4152842,2017,2021,1974,TCHC,25,Scarborough-Rouge Park,4205 LAWRENCE AVE E,14,345,2021-04-21,71,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,4,3,2,4,N/A,2,4,5,4,4,4,4,4,3,N/A,E2537,43.7679927406,-79.185350274,330116.903,4847384.065
2420946,4155283,2017,2021,1958,PRIVATE,03,Etobicoke-Lakeshore,10 KINGS POINT DR,3,19,2021-04-21,80,Evaluation needs to be conducted in 2 years,16,4,4,4,3,4,4,N/A,3,N/A,4,4,4,5,5,4,3,5,4,N/A,N/A,W0327,43.6398314682,-79.4928529071,305360.986,4833098.271
2420947,4155866,2017,2021,2008,TCHC,14,Toronto-Danforth,50 MATILDA ST,4,56,2021-04-21,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,3,3,4,S1434,43.660237712,-79.353034249,316637.682,4835376.563
2420948,4408585,2018,2021,1948,PRIVATE,11,University-Rosedale,130 MACPHERSON AVE,3,26,2021-04-21,74,Evaluation needs to be conducted in 2 years,14,4,4,4,3,4,3,N/A,3,N/A,N/A,3,5,5,4,3,3,N/A,4,N/A,N/A,S1128,43.6783605408,-79.3950701921,313244.997,4837383.81
2420949,4154177,2017,2021,1947,PRIVATE,15,Don Valley West,871 MILLWOOD RD,3,15,2021-04-21,71,Evaluation needs to be conducted in 2 years,15,3,3,4,3,N/A,4,N/A,4,N/A,2,3,2,5,4,4,4,N/A,5,3,N/A,N1535,43.7037565977,-79.3653122731,315639.846,4840208.712
2420950,4243767,2017,2021,1900,PRIVATE,04,Parkdale-High Park,28 MAYNARD AVE,3,20,2021-04-21,77,Evaluation needs to be conducted in 2 years,14,4,4,5,3,4,4,N/A,5,N/A,N/A,3,3,5,3,4,3,N/A,4,N/A,N/A,S0436,43.6380072384,-79.4380349647,309784.048,4832897.33
2420951,4153157,2017,2021,1989,TCHC,11,University-Rosedale,72 CLINTON ST,7,157,2021-04-21,81,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,5,5,3,4,N/A,4,5,3,4,3,3,4,4,4,N/A,S1133,43.6556979922,-79.414959496,311643.949,4834864.327
2420952,4152966,2017,2021,1956,PRIVATE,04,Parkdale-High Park,124 TYNDALL AVE,4,28,2021-04-21,73,Evaluation needs to be conducted in 2 years,16,3,3,5,4,4,4,N/A,4,N/A,N/A,4,4,5,3,3,2,3,3,4,N/A,S0437,43.6377159247,-79.4293840613,310482.065,4832865.488
2420953,4316602,2018,2021,1951,PRIVATE,19,Beaches-East York,995 O'CONNOR DR,3,12,2021-04-21,76,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,4,N/A,4,N/A,N/A,3,4,5,4,4,3,N/A,4,3,N/A,S1924,43.7091921136,-79.3096855497,320121.737,4840821.33
2420954,4255528,2017,2021,1950,PRIVATE,03,Etobicoke-Lakeshore,3 BIRCHLEA AVE,3,10,2021-04-20,66,Evaluation needs to be conducted in 2 years,14,3,4,3,3,1,4,N/A,4,N/A,N/A,3,4,4,3,4,2,N/A,4,N/A,N/A,W0334,43.592678404,-79.527798887,302539.324,4827860.268
2420955,4155935,2017,2021,1964,PRIVATE,21,Scarborough Centre,20 TRUDELLE ST,6,84,2021-04-20,86,Evaluation needs to be conducted in 3 years,18,5,3,5,5,5,5,5,3,5,N/A,4,5,5,3,5,5,3,3,3,N/A,E2135,43.7404592839,-79.2437182596,325427.189,4844309.14
2420956,4167451,2017,2021,1990,TCHC,10,Spadina-Fort York,125 QUEENS WHARF RD,7,73,2021-04-20,89,Evaluation needs to be conducted in 3 years,17,5,4,5,4,4,4,5,4,4,N/A,4,5,5,5,5,5,N/A,4,4,N/A,S1035,43.639890151,-79.399333531,NA,NA
2420957,4154962,2018,2021,1928,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,2021-04-20,66,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,N/A,N/A,S1229,43.6844655265,-79.4205577721,311189.247,4838059.79
2420958,4153027,2017,2021,1917,PRIVATE,04,Parkdale-High Park,1479 QUEEN ST W,3,11,2021-04-20,68,Evaluation needs to be conducted in 2 years,13,3,4,4,3,N/A,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,3,N/A,N/A,S0436,43.639920627,-79.4393647797,309675.403,4833106.528
2420959,4154514,2017,2021,1960,PRIVATE,08,Eglinton-Lawrence,50 NEPTUNE DR,3,12,2021-04-20,65,Evaluation needs to be conducted in 1 year,16,3,3,5,3,3,3,N/A,3,N/A,N/A,3,4,4,3,3,3,3,3,3,N/A,N0823,43.731762015,-79.434811008,310035.821,4843314.199
2420960,4153061,2017,2021,1970,PRIVATE,04,Parkdale-High Park,15 O'HARA AVE,4,32,2021-04-20,67,Evaluation needs to be conducted in 2 years,14,3,3,4,4,N/A,3,N/A,4,N/A,N/A,3,4,3,4,2,3,N/A,4,3,N/A,S0435,43.6419136101,-79.4340999173,310101.212,4833331.527
2420961,4153580,2017,2021,1930,PRIVATE,13,Toronto Centre,26 GIFFORD ST,4,15,2021-04-20,70,Evaluation needs to be conducted in 2 years,16,2,4,4,3,4,3,N/A,4,N/A,3,3,4,5,2,3,4,N/A,4,4,N/A,S1327,43.6633467567,-79.3636941041,315777.607,4835719.536
2420962,4154792,2017,2021,1990,TCHC,16,Don Valley East,20 SANDERLING PL,5,90,2021-04-20,80,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,4,N/A,4,4,5,4,4,4,4,4,4,4,N1626,43.7339142779,-79.3489216558,316954.747,4843561.308
2420963,4156727,2017,2021,1967,PRIVATE,17,Don Valley North,100 PARKWAY FOREST DR,17,216,2021-04-20,71,Evaluation needs to be conducted in 2 years,18,3,4,4,2,N/A,4,3,4,3,N/A,2,4,3,4,4,4,4,4,4,4,N1730,43.773329003,-79.341901346,317511.715,4847942.106
2420964,4155650,2017,2021,1962,TCHC,16,Don Valley East,51 PARKWOODS VILLAGE DR,7,81,2021-04-20,72,Evaluation needs to be conducted in 2 years,20,4,3,4,3,3,4,3,4,3,3,3,4,4,4,4,3,4,4,4,4,N1625,43.759507201,-79.320050542,319274.057,4846410.106
2420965,4155292,2018,2021,1957,PRIVATE,03,Etobicoke-Lakeshore,47-49 RIVERWOOD PKWY,4,21,2021-04-20,73,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,N/A,4,N/A,3,3,4,4,4,4,4,2,3,4,N/A,W0327,43.6403042877,-79.4914484566,305474.305,4833150.807
2420966,4154980,2017,2021,1927,PRIVATE,12,Toronto-St. Paul's,227 VAUGHAN RD,4,24,2021-04-20,70,Evaluation needs to be conducted in 2 years,14,3,4,5,3,2,3,N/A,4,N/A,N/A,4,3,5,3,3,3,N/A,4,N/A,N/A,S1229,43.6877852335,-79.4233040903,310967.502,4838428.419
2420967,4154208,2017,2021,1955,PRIVATE,07,Humber River-Black Creek,1760 WILSON AVE,4,32,2021-04-20,60,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,2,N/A,N/A,3,3,5,3,3,3,N/A,3,2,N/A,W0734,43.7194896137,-79.5165478577,303451.176,4841947.966
2420968,4154209,2017,2021,1954,PRIVATE,07,Humber River-Black Creek,1770 WILSON AVE,3,31,2021-04-20,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,3,N/A,W0734,43.7193022696,-79.5173252308,303388.542,4841927.165
2420969,4154970,2017,2021,1977,TCHC,12,Toronto-St. Paul's,130 VAUGHAN RD,9,99,2021-04-20,85,Evaluation needs to be conducted in 2 years,19,4,4,5,3,5,4,4,5,5,4,4,5,5,4,4,4,N/A,4,4,4,S1229,43.6847713094,-79.4220013405,311072.831,4838093.652
2420970,4155639,2017,2021,1957,TCHC,08,Eglinton-Lawrence,22 VARNA DR,3,31,2021-04-20,79,Evaluation needs to be conducted in 2 years,15,4,4,5,3,4,4,N/A,5,N/A,N/A,2,3,5,4,3,4,N/A,4,5,N/A,N0823,43.7196194362,-79.4407985931,309554.68,4841963.878
2420971,4154821,2017,2021,1966,PRIVATE,17,Don Valley North,201 VAN HORNE AVE,18,245,2021-04-20,71,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,3,N/A,2,4,3,3,3,4,3,4,3,N/A,N1727,43.786395807,-79.353703275,316559.107,4849392.065
2420972,4155123,NA,2021,1954,PRIVATE,05,York South-Weston,1240 WESTON RD,3,22,2021-04-20,74,Evaluation needs to be conducted in 2 years,16,3,3,5,4,3,3,N/A,4,N/A,N/A,4,3,5,4,3,4,N/A,4,3,4,W0531,43.688072015,-79.49346772,305310.766,4838458.456
2420973,4152999,2017,2021,1960,PRIVATE,04,Parkdale-High Park,1475 KING ST W,3,44,2021-04-20,74,Evaluation needs to be conducted in 2 years,14,4,4,4,4,3,3,N/A,5,N/A,N/A,3,4,4,3,3,4,N/A,4,N/A,N/A,S0437,43.6361307104,-79.4396082972,309657.257,4832688.775
2420974,4154260,2017,2021,1952,PRIVATE,07,Humber River-Black Creek,73 LOVILLA BLVD,3,16,2021-04-20,64,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,N/A,3,N/A,3,3,3,5,3,3,3,N/A,3,3,N/A,W0733,43.717730278,-79.5372015088,301786.885,4841753.108
2420975,4155156,2017,2021,1965,PRIVATE,05,York South-Weston,36 CHURCH ST,6,41,2021-04-20,71,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,4,N/A,3,3,3,3,4,5,4,4,4,3,4,3,N/A,W0524,43.7043490054,-79.523801614,302866.172,4840266.152
